dataset,metric,grpo_mean,baseline_mean,diff_grpo_minus_baseline,n_grpo,n_baseline,n_grpo_nonnull,n_baseline_nonnull
fertility_diagnosis,gate_score_internal_coherence,1.0,1.0,0.0,36,4,31,3
fertility_diagnosis,n_assumptions_declared,2.677419,3.0,-0.322581,36,4,31,3
fertility_diagnosis,assumption_all_held_frac,0.064516,0.333333,-0.268817,36,4,31,3
fertility_diagnosis,assumption_zero_held_frac,0.741935,0.333333,0.408602,36,4,31,3
fertility_diagnosis,n_output_contract_items_declared,7.096774,5.666667,1.430107,36,4,31,3
fertility_diagnosis,output_contract_all_held_frac,0.0,0.0,0.0,36,4,31,3
fertility_diagnosis,output_contract_zero_held_frac,1.0,1.0,0.0,36,4,31,3
haberman_survival,reward,0.177269,0.326498,-0.149229,36,4,36,4
haberman_survival,implementation_score,0.127124,0.3125,-0.185376,36,4,36,4
haberman_survival,data_score,0.164856,0.349625,-0.184769,36,4,36,4
haberman_survival,validation_credit,0.460648,0.485417,-0.024769,36,4,36,4
haberman_survival,abstention_bonus,0.011111,0.0,0.011111,36,4,36,4
haberman_survival,action_cost_penalty,0.084444,0.075,0.009444,36,4,36,4
haberman_survival,n_actions,8.444444,7.5,0.944444,36,4,36,4
haberman_survival,retrieval_bm25_score,34.898242,27.168351,7.729891,36,4,36,4
haberman_survival,retrieval_rrf_score,0.015369,0.015475,-0.000106,36,4,36,4
haberman_survival,retrieval_best_intent_rank,5.221265,4.771428,0.449837,36,4,36,4
haberman_survival,category_entropy,2.415456,2.907092,-0.491636,36,4,36,4
haberman_survival,distinct_category_count,6.712963,9.0,-2.287037,36,4,36,4
haberman_survival,evidence_depth_full_text_frac,1.0,1.0,0.0,36,4,36,4
haberman_survival,n_observations,306.0,306.0,0.0,36,4,21,2
haberman_survival,cv_metric,0.390391,0.0,0.390391,36,4,17,2
haberman_survival,bootstrap_sign_stability,0.225253,0.995,-0.769747,36,4,17,2
haberman_survival,paper_diagnostic_coverage,,1.0,,36,4,0,2
haberman_survival,condition_number,,,,36,4,0,0
haberman_survival,rubric_score,0.147628,0.416667,-0.269039,36,4,31,3
haberman_survival,implementation_coverage_score,0.686022,1.0,-0.313978,36,4,31,3
haberman_survival,assumption_check_recall,0.301075,0.333333,-0.032258,36,4,31,3
haberman_survival,output_contract_recall,0.0,0.0,0.0,36,4,31,3
haberman_survival,validation_coverage_score,0.750269,0.822222,-0.071953,36,4,31,3
haberman_survival,emittable,0.0,0.0,0.0,36,4,36,4
haberman_survival,emitted,0.0,0.0,0.0,36,4,36,4
haberman_survival,gate_score_hypothesis,1.0,1.0,0.0,36,4,31,3
haberman_survival,gate_score_estimand,1.0,1.0,0.0,36,4,31,3
haberman_survival,gate_score_data_applicability,0.677419,0.666667,0.010752,36,4,31,3
haberman_survival,gate_score_multiplicity,1.0,1.0,0.0,36,4,31,3
haberman_survival,gate_score_execution,0.774194,1.0,-0.225806,36,4,31,3
haberman_survival,gate_score_paper_fidelity,0.395161,0.666667,-0.271506,36,4,31,3
haberman_survival,gate_score_assumption_admissibility,0.0,0.0,0.0,36,4,31,3
haberman_survival,gate_score_robustness,0.655914,0.888889,-0.232975,36,4,31,3
haberman_survival,gate_score_data_method_structural_fit,1.0,1.0,0.0,36,4,31,3
haberman_survival,gate_score_internal_coherence,1.0,1.0,0.0,36,4,31,3
haberman_survival,n_assumptions_declared,2.548387,2.0,0.548387,36,4,31,3
haberman_survival,assumption_all_held_frac,0.064516,0.333333,-0.268817,36,4,31,3
haberman_survival,assumption_zero_held_frac,0.516129,0.666667,-0.150538,36,4,31,3
haberman_survival,n_output_contract_items_declared,5.645161,3.333333,2.311828,36,4,31,3
haberman_survival,output_contract_all_held_frac,0.0,0.0,0.0,36,4,31,3
haberman_survival,output_contract_zero_held_frac,1.0,1.0,0.0,36,4,31,3
heart_disease_cleveland,reward,0.145433,0.221885,-0.076452,36,4,36,4
heart_disease_cleveland,implementation_score,0.132433,0.169792,-0.037359,36,4,36,4
heart_disease_cleveland,data_score,0.081278,0.197592,-0.116314,36,4,36,4
heart_disease_cleveland,validation_credit,0.483565,0.49375,-0.010185,36,4,36,4
heart_disease_cleveland,abstention_bonus,0.0125,0.0125,0.0,36,4,36,4
heart_disease_cleveland,action_cost_penalty,0.081111,0.0675,0.013611,36,4,36,4
heart_disease_cleveland,n_actions,8.111111,6.75,1.361111,36,4,36,4
heart_disease_cleveland,retrieval_bm25_score,42.540468,28.665426,13.875042,36,4,36,4
heart_disease_cleveland,retrieval_rrf_score,0.015407,0.015785,-0.000378,36,4,36,4
heart_disease_cleveland,retrieval_best_intent_rank,5.065919,3.4,1.665919,36,4,36,4
heart_disease_cleveland,category_entropy,2.658328,2.910217,-0.251889,36,4,36,4
heart_disease_cleveland,distinct_category_count,7.472222,9.0,-1.527778,36,4,36,4
heart_disease_cleveland,evidence_depth_full_text_frac,1.0,1.0,0.0,36,4,36,4
heart_disease_cleveland,n_observations,303.0,303.0,0.0,36,4,22,3
heart_disease_cleveland,cv_metric,0.109595,0.388902,-0.279307,36,4,17,2
heart_disease_cleveland,bootstrap_sign_stability,0.186407,0.014055,0.172352,36,4,17,2
heart_disease_cleveland,paper_diagnostic_coverage,1.0,1.0,0.0,36,4,2,1
heart_disease_cleveland,condition_number,,,,36,4,0,0
heart_disease_cleveland,rubric_score,0.140223,0.226389,-0.086166,36,4,34,3
heart_disease_cleveland,implementation_coverage_score,0.781682,0.916667,-0.134985,36,4,34,3
heart_disease_cleveland,assumption_check_recall,0.156863,0.5,-0.343137,36,4,34,3
heart_disease_cleveland,output_contract_recall,0.0,0.0,0.0,36,4,34,3
heart_disease_cleveland,validation_coverage_score,0.767892,0.858333,-0.090441,36,4,34,3
heart_disease_cleveland,emittable,0.0,0.0,0.0,36,4,36,4
heart_disease_cleveland,emitted,0.0,0.0,0.0,36,4,36,4
heart_disease_cleveland,gate_score_hypothesis,1.0,1.0,0.0,36,4,34,3
heart_disease_cleveland,gate_score_estimand,1.0,1.0,0.0,36,4,34,3
heart_disease_cleveland,gate_score_data_applicability,0.647059,1.0,-0.352941,36,4,34,3
heart_disease_cleveland,gate_score_multiplicity,1.0,1.0,0.0,36,4,34,3
heart_disease_cleveland,gate_score_execution,0.882353,1.0,-0.117647,36,4,34,3
heart_disease_cleveland,gate_score_paper_fidelity,0.404412,0.583333,-0.178921,36,4,34,3
heart_disease_cleveland,gate_score_assumption_admissibility,0.0,0.0,0.0,36,4,34,3
heart_disease_cleveland,gate_score_robustness,0.745098,1.0,-0.254902,36,4,34,3
heart_disease_cleveland,gate_score_data_method_structural_fit,1.0,1.0,0.0,36,4,34,3
heart_disease_cleveland,gate_score_internal_coherence,1.0,1.0,0.0,36,4,34,3
heart_disease_cleveland,n_assumptions_declared,2.205882,2.333333,-0.127451,36,4,34,3
heart_disease_cleveland,assumption_all_held_frac,0.117647,0.333333,-0.215686,36,4,34,3
heart_disease_cleveland,assumption_zero_held_frac,0.794118,0.333333,0.460785,36,4,34,3
heart_disease_cleveland,n_output_contract_items_declared,3.294118,4.333333,-1.039215,36,4,34,3
heart_disease_cleveland,output_contract_all_held_frac,0.0,0.0,0.0,36,4,34,3
heart_disease_cleveland,output_contract_zero_held_frac,1.0,1.0,0.0,36,4,34,3
heart_public_regression,reward,0.138337,0.197143,-0.058806,36,4,36,4
heart_public_regression,implementation_score,0.102892,0.107813,-0.004921,36,4,36,4
heart_public_regression,data_score,0.082765,0.210203,-0.127438,36,4,36,4
heart_public_regression,validation_credit,0.446212,0.464583,-0.018371,36,4,36,4
heart_public_regression,abstention_bonus,0.0125,0.0,0.0125,36,4,36,4
heart_public_regression,action_cost_penalty,0.077778,0.0675,0.010278,36,4,36,4
heart_public_regression,n_actions,7.777778,6.75,1.027778,36,4,36,4
heart_public_regression,retrieval_bm25_score,46.101025,31.311363,14.789662,36,4,36,4
heart_public_regression,retrieval_rrf_score,0.015384,0.015742,-0.000358,36,4,36,4
heart_public_regression,retrieval_best_intent_rank,5.167929,3.6,1.567929,36,4,36,4
heart_public_regression,category_entropy,2.595724,2.5255,0.070224,36,4,36,4
heart_public_regression,distinct_category_count,7.180556,7.25,-0.069444,36,4,36,4
heart_public_regression,evidence_depth_full_text_frac,1.0,1.0,0.0,36,4,36,4
heart_public_regression,n_observations,303.0,303.0,0.0,36,4,17,2
heart_public_regression,cv_metric,0.062641,0.0,0.062641,36,4,15,2
heart_public_regression,bootstrap_sign_stability,0.22705,0.671833,-0.444783,36,4,15,2
heart_public_regression,paper_diagnostic_coverage,0.75,1.0,-0.25,36,4,4,1
heart_public_regression,condition_number,,,,36,4,0,0
heart_public_regression,rubric_score,0.108945,0.14375,-0.034805,36,4,34,3
heart_public_regression,implementation_coverage_score,0.62029,1.0,-0.37971,36,4,34,3
heart_public_regression,assumption_check_recall,0.196078,0.333333,-0.137255,36,4,34,3
heart_public_regression,output_contract_recall,0.058824,0.0,0.058824,36,4,34,3
heart_public_regression,validation_coverage_score,0.731283,0.794444,-0.063161,36,4,34,3
heart_public_regression,emittable,0.027778,0.0,0.027778,36,4,36,4
heart_public_regression,emitted,0.0,0.0,0.0,36,4,36,4
heart_public_regression,gate_score_hypothesis,1.0,1.0,0.0,36,4,34,3
heart_public_regression,gate_score_estimand,1.0,1.0,0.0,36,4,34,3
heart_public_regression,gate_score_data_applicability,0.5,0.666667,-0.166667,36,4,34,3
heart_public_regression,gate_score_multiplicity,1.0,1.0,0.0,36,4,34,3
heart_public_regression,gate_score_execution,0.705882,1.0,-0.294118,36,4,34,3
heart_public_regression,gate_score_paper_fidelity,0.35205,0.5,-0.14795,36,4,34,3
heart_public_regression,gate_score_assumption_admissibility,0.04902,0.0,0.04902,36,4,34,3
heart_public_regression,gate_score_robustness,0.705882,0.777778,-0.071896,36,4,34,3
heart_public_regression,gate_score_data_method_structural_fit,1.0,1.0,0.0,36,4,34,3
heart_public_regression,gate_score_internal_coherence,1.0,1.0,0.0,36,4,34,3
heart_public_regression,n_assumptions_declared,2.323529,2.333333,-0.009804,36,4,34,3
heart_public_regression,assumption_all_held_frac,0.117647,0.0,0.117647,36,4,34,3
heart_public_regression,assumption_zero_held_frac,0.705882,0.333333,0.372549,36,4,34,3
heart_public_regression,n_output_contract_items_declared,4.0,5.333333,-1.333333,36,4,34,3
heart_public_regression,output_contract_all_held_frac,0.058824,0.0,0.058824,36,4,34,3
heart_public_regression,output_contract_zero_held_frac,0.941176,1.0,-0.058824,36,4,34,3
indian_liver_patient,reward,0.144762,0.269482,-0.12472,36,4,36,4
indian_liver_patient,implementation_score,0.084038,0.107701,-0.023663,36,4,36,4
indian_liver_patient,data_score,0.140977,0.369872,-0.228895,36,4,36,4
indian_liver_patient,validation_credit,0.384954,0.510417,-0.125463,36,4,36,4
indian_liver_patient,abstention_bonus,0.006944,0.0,0.006944,36,4,36,4
indian_liver_patient,action_cost_penalty,0.074722,0.07,0.004722,36,4,36,4
indian_liver_patient,n_actions,7.472222,7.0,0.472222,36,4,36,4
indian_liver_patient,retrieval_bm25_score,37.256974,39.563279,-2.306305,36,4,36,4
indian_liver_patient,retrieval_rrf_score,0.015468,0.015614,-0.000146,36,4,36,4
indian_liver_patient,retrieval_best_intent_rank,4.80205,4.2,0.60205,36,4,36,4
indian_liver_patient,category_entropy,2.541361,2.285922,0.255439,36,4,36,4
indian_liver_patient,distinct_category_count,6.884259,6.25,0.634259,36,4,36,4
indian_liver_patient,evidence_depth_full_text_frac,1.0,1.0,0.0,36,4,36,4
indian_liver_patient,n_observations,583.0,583.0,0.0,36,4,14,2
indian_liver_patient,cv_metric,0.408498,0.382478,0.02602,36,4,13,2
indian_liver_patient,bootstrap_sign_stability,0.285645,0.5,-0.214355,36,4,13,2
indian_liver_patient,paper_diagnostic_coverage,0.5,1.0,-0.5,36,4,2,2
indian_liver_patient,condition_number,,,,36,4,0,0
indian_liver_patient,rubric_score,0.091678,0.107701,-0.016023,36,4,33,4
indian_liver_patient,implementation_coverage_score,0.573906,0.95,-0.376094,36,4,33,4
indian_liver_patient,assumption_check_recall,0.085859,0.375,-0.289141,36,4,33,4
indian_liver_patient,output_contract_recall,0.0,0.0,0.0,36,4,33,4
indian_liver_patient,validation_coverage_score,0.703385,0.772917,-0.069532,36,4,32,4
indian_liver_patient,emittable,0.0,0.0,0.0,36,4,36,4
indian_liver_patient,emitted,0.0,0.0,0.0,36,4,36,4
indian_liver_patient,gate_score_hypothesis,1.0,1.0,0.0,36,4,32,4
indian_liver_patient,gate_score_estimand,1.0,1.0,0.0,36,4,32,4
indian_liver_patient,gate_score_data_applicability,0.4375,0.5,-0.0625,36,4,32,4
indian_liver_patient,gate_score_multiplicity,1.0,1.0,0.0,36,4,32,4
indian_liver_patient,gate_score_execution,0.65625,1.0,-0.34375,36,4,32,4
indian_liver_patient,gate_score_paper_fidelity,0.304688,0.3125,-0.007812,36,4,32,4
indian_liver_patient,gate_score_assumption_admissibility,0.0,0.0,0.0,36,4,32,4
indian_liver_patient,gate_score_robustness,0.635417,0.916667,-0.28125,36,4,32,4
indian_liver_patient,gate_score_data_method_structural_fit,1.0,1.0,0.0,36,4,32,4
indian_liver_patient,gate_score_internal_coherence,1.0,1.0,0.0,36,4,32,4
indian_liver_patient,n_assumptions_declared,2.454545,2.25,0.204545,36,4,33,4
indian_liver_patient,assumption_all_held_frac,0.030303,0.25,-0.219697,36,4,33,4
indian_liver_patient,assumption_zero_held_frac,0.818182,0.5,0.318182,36,4,33,4
indian_liver_patient,n_output_contract_items_declared,4.757576,4.75,0.007576,36,4,33,4
indian_liver_patient,output_contract_all_held_frac,0.0,0.0,0.0,36,4,33,4
indian_liver_patient,output_contract_zero_held_frac,1.0,1.0,0.0,36,4,33,4
parkinsons_telemonitoring,reward,0.237228,0.242323,-0.005095,36,4,36,4
parkinsons_telemonitoring,implementation_score,0.117078,0.120313,-0.003235,36,4,36,4
parkinsons_telemonitoring,data_score,0.29471,0.261761,0.032949,36,4,36,4
parkinsons_telemonitoring,validation_credit,0.481018,0.53125,-0.050232,36,4,36,4
parkinsons_telemonitoring,abstention_bonus,0.005556,0.0125,-0.006944,36,4,36,4
parkinsons_telemonitoring,action_cost_penalty,0.0825,0.07,0.0125,36,4,36,4
parkinsons_telemonitoring,n_actions,8.25,7.0,1.25,36,4,36,4
parkinsons_telemonitoring,retrieval_bm25_score,38.155416,27.130102,11.025314,36,4,36,4
parkinsons_telemonitoring,retrieval_rrf_score,0.015314,0.015768,-0.000454,36,4,36,4
parkinsons_telemonitoring,retrieval_best_intent_rank,5.470496,3.5,1.970496,36,4,36,4
parkinsons_telemonitoring,category_entropy,2.759754,3.156056,-0.396302,36,4,36,4
parkinsons_telemonitoring,distinct_category_count,7.958333,10.0,-2.041667,36,4,36,4
parkinsons_telemonitoring,evidence_depth_full_text_frac,0.998148,1.0,-0.001852,36,4,36,4
parkinsons_telemonitoring,n_observations,5261.0,5875.0,-614.0,36,4,19,2
parkinsons_telemonitoring,cv_metric,0.496778,0.471714,0.025064,36,4,18,2
parkinsons_telemonitoring,bootstrap_sign_stability,0.531856,0.616714,-0.084858,36,4,18,2
parkinsons_telemonitoring,paper_diagnostic_coverage,1.0,1.0,0.0,36,4,5,1
parkinsons_telemonitoring,condition_number,,,,36,4,0,0
parkinsons_telemonitoring,rubric_score,0.127721,0.120313,0.007408,36,4,33,4
parkinsons_telemonitoring,implementation_coverage_score,0.642929,0.75,-0.107071,36,4,33,4
parkinsons_telemonitoring,assumption_check_recall,0.252525,0.25,0.002525,36,4,33,4
parkinsons_telemonitoring,output_contract_recall,0.0,0.0,0.0,36,4,33,4
parkinsons_telemonitoring,validation_coverage_score,0.727778,0.79375,-0.065972,36,4,33,4
parkinsons_telemonitoring,emittable,0.0,0.0,0.0,36,4,36,4
parkinsons_telemonitoring,emitted,0.0,0.0,0.0,36,4,36,4
parkinsons_telemonitoring,gate_score_hypothesis,1.0,1.0,0.0,36,4,33,4
parkinsons_telemonitoring,gate_score_estimand,1.0,1.0,0.0,36,4,33,4
parkinsons_telemonitoring,gate_score_data_applicability,0.575758,0.5,0.075758,36,4,33,4
parkinsons_telemonitoring,gate_score_multiplicity,1.0,1.0,0.0,36,4,33,4
parkinsons_telemonitoring,gate_score_execution,0.69697,1.0,-0.30303,36,4,33,4
parkinsons_telemonitoring,gate_score_paper_fidelity,0.378788,0.4375,-0.058712,36,4,33,4
parkinsons_telemonitoring,gate_score_assumption_admissibility,0.0,0.0,0.0,36,4,33,4
parkinsons_telemonitoring,gate_score_robustness,0.626263,1.0,-0.373737,36,4,33,4
parkinsons_telemonitoring,gate_score_data_method_structural_fit,1.0,1.0,0.0,36,4,33,4
parkinsons_telemonitoring,gate_score_internal_coherence,1.0,1.0,0.0,36,4,33,4
parkinsons_telemonitoring,n_assumptions_declared,2.333333,2.75,-0.416667,36,4,33,4
parkinsons_telemonitoring,assumption_all_held_frac,0.212121,0.25,-0.037879,36,4,33,4
parkinsons_telemonitoring,assumption_zero_held_frac,0.69697,0.75,-0.05303,36,4,33,4
parkinsons_telemonitoring,n_output_contract_items_declared,4.727273,4.5,0.227273,36,4,33,4
parkinsons_telemonitoring,output_contract_all_held_frac,0.0,0.0,0.0,36,4,33,4
parkinsons_telemonitoring,output_contract_zero_held_frac,1.0,1.0,0.0,36,4,33,4
parkinsons_voice,reward,0.260705,0.133958,0.126747,36,4,36,4
parkinsons_voice,implementation_score,0.137641,0.125,0.012641,36,4,36,4
parkinsons_voice,data_score,0.30056,0.1375,0.16306,36,4,36,4
parkinsons_voice,validation_credit,0.526852,0.322916,0.203936,36,4,36,4
parkinsons_voice,abstention_bonus,0.006944,0.0,0.006944,36,4,36,4
parkinsons_voice,action_cost_penalty,0.069722,0.07,-0.000278,36,4,36,4
parkinsons_voice,n_actions,6.972222,7.0,-0.027778,36,4,36,4
parkinsons_voice,retrieval_bm25_score,40.842814,28.434004,12.40881,36,4,36,4
parkinsons_voice,retrieval_rrf_score,0.015562,0.015533,2.9e-05,36,4,36,4
parkinsons_voice,retrieval_best_intent_rank,4.37037,4.5,-0.12963,36,4,36,4
parkinsons_voice,category_entropy,2.540461,2.776895,-0.236434,36,4,36,4
parkinsons_voice,distinct_category_count,7.0,8.0,-1.0,36,4,36,4
parkinsons_voice,evidence_depth_full_text_frac,1.0,1.0,0.0,36,4,36,4
parkinsons_voice,n_observations,195.0,195.0,0.0,36,4,22,1
parkinsons_voice,cv_metric,0.518187,0.0,0.518187,36,4,20,1
parkinsons_voice,bootstrap_sign_stability,0.441808,0.0,0.441808,36,4,20,1
parkinsons_voice,paper_diagnostic_coverage,0.666667,1.0,-0.333333,36,4,3,1
parkinsons_voice,condition_number,,,,36,4,0,0
parkinsons_voice,rubric_score,0.150154,0.125,0.025154,36,4,33,4
parkinsons_voice,implementation_coverage_score,0.764815,0.5,0.264815,36,4,33,4
parkinsons_voice,assumption_check_recall,0.434343,0.0,0.434343,36,4,33,4
parkinsons_voice,output_contract_recall,0.090909,0.0,0.090909,36,4,33,4
parkinsons_voice,validation_coverage_score,0.770833,0.666667,0.104166,36,4,32,4
parkinsons_voice,emittable,0.0,0.0,0.0,36,4,36,4
parkinsons_voice,emitted,0.0,0.0,0.0,36,4,36,4
parkinsons_voice,gate_score_hypothesis,1.0,1.0,0.0,36,4,32,4
parkinsons_voice,gate_score_estimand,1.0,1.0,0.0,36,4,32,4
parkinsons_voice,gate_score_data_applicability,0.6875,0.25,0.4375,36,4,32,4
parkinsons_voice,gate_score_multiplicity,1.0,1.0,0.0,36,4,32,4
parkinsons_voice,gate_score_execution,0.84375,0.75,0.09375,36,4,32,4
parkinsons_voice,gate_score_paper_fidelity,0.4375,0.25,0.1875,36,4,32,4
parkinsons_voice,gate_score_assumption_admissibility,0.052083,0.0,0.052083,36,4,32,4
parkinsons_voice,gate_score_robustness,0.6875,0.416666,0.270834,36,4,32,4
parkinsons_voice,gate_score_data_method_structural_fit,1.0,1.0,0.0,36,4,32,4
parkinsons_voice,gate_score_internal_coherence,1.0,1.0,0.0,36,4,32,4
parkinsons_voice,n_assumptions_declared,2.575758,2.5,0.075758,36,4,33,4
parkinsons_voice,assumption_all_held_frac,0.30303,0.0,0.30303,36,4,33,4
parkinsons_voice,assumption_zero_held_frac,0.454545,1.0,-0.545455,36,4,33,4
parkinsons_voice,n_output_contract_items_declared,6.212121,5.5,0.712121,36,4,33,4
parkinsons_voice,output_contract_all_held_frac,0.090909,0.0,0.090909,36,4,33,4
parkinsons_voice,output_contract_zero_held_frac,0.909091,1.0,-0.090909,36,4,33,4
pima_indians_diabetes,reward,0.13031,0.254107,-0.123797,32,4,32,4
pima_indians_diabetes,implementation_score,0.086868,0.267188,-0.18032,32,4,32,4
pima_indians_diabetes,data_score,0.124036,0.248594,-0.124558,32,4,32,4
pima_indians_diabetes,validation_credit,0.384635,0.539583,-0.154948,32,4,32,4
pima_indians_diabetes,abstention_bonus,0.004688,0.0,0.004688,32,4,32,4
pima_indians_diabetes,action_cost_penalty,0.084063,0.0775,0.006563,32,4,32,4
pima_indians_diabetes,n_actions,8.40625,7.75,0.65625,32,4,32,4
pima_indians_diabetes,retrieval_bm25_score,31.689072,25.424896,6.264176,32,4,32,4
pima_indians_diabetes,retrieval_rrf_score,0.01531,0.015332,-2.2e-05,32,4,32,4
pima_indians_diabetes,retrieval_best_intent_rank,5.468115,5.407143,0.060972,32,4,32,4
pima_indians_diabetes,category_entropy,2.400379,3.059893,-0.659514,32,4,32,4
pima_indians_diabetes,distinct_category_count,6.744792,9.75,-3.005208,32,4,32,4
pima_indians_diabetes,evidence_depth_full_text_frac,1.0,1.0,0.0,32,4,32,4
pima_indians_diabetes,n_observations,768.0,768.0,0.0,32,4,13,3
pima_indians_diabetes,cv_metric,0.267983,0.147189,0.120794,32,4,11,2
pima_indians_diabetes,bootstrap_sign_stability,0.239377,0.647189,-0.407812,32,4,11,2
pima_indians_diabetes,paper_diagnostic_coverage,1.0,1.0,0.0,32,4,2,1
pima_indians_diabetes,condition_number,,1.0,,32,4,0,1
pima_indians_diabetes,rubric_score,0.095855,0.267188,-0.171333,32,4,29,4
pima_indians_diabetes,implementation_coverage_score,0.462069,0.9375,-0.475431,32,4,29,4
pima_indians_diabetes,assumption_check_recall,0.172414,0.375,-0.202586,32,4,29,4
pima_indians_diabetes,output_contract_recall,0.0,0.25,-0.25,32,4,29,4
pima_indians_diabetes,validation_coverage_score,0.722701,0.820833,-0.098132,32,4,29,4
pima_indians_diabetes,emittable,0.0,0.0,0.0,32,4,32,4
pima_indians_diabetes,emitted,0.0,0.0,0.0,32,4,32,4
pima_indians_diabetes,gate_score_hypothesis,1.0,1.0,0.0,32,4,29,4
pima_indians_diabetes,gate_score_estimand,1.0,1.0,0.0,32,4,29,4
pima_indians_diabetes,gate_score_data_applicability,0.448276,0.75,-0.301724,32,4,29,4
pima_indians_diabetes,gate_score_multiplicity,1.0,1.0,0.0,32,4,29,4
pima_indians_diabetes,gate_score_execution,0.758621,1.0,-0.241379,32,4,29,4
pima_indians_diabetes,gate_score_paper_fidelity,0.284483,0.375,-0.090517,32,4,29,4
pima_indians_diabetes,gate_score_assumption_admissibility,0.0,0.25,-0.25,32,4,29,4
pima_indians_diabetes,gate_score_robustness,0.735632,0.833333,-0.097701,32,4,29,4
pima_indians_diabetes,gate_score_data_method_structural_fit,1.0,1.0,0.0,32,4,29,4
pima_indians_diabetes,gate_score_internal_coherence,1.0,1.0,0.0,32,4,29,4
pima_indians_diabetes,n_assumptions_declared,2.62069,2.0,0.62069,32,4,29,4
pima_indians_diabetes,assumption_all_held_frac,0.068966,0.25,-0.181034,32,4,29,4
pima_indians_diabetes,assumption_zero_held_frac,0.758621,0.5,0.258621,32,4,29,4
pima_indians_diabetes,n_output_contract_items_declared,5.965517,4.75,1.215517,32,4,29,4
pima_indians_diabetes,output_contract_all_held_frac,0.0,0.25,-0.25,32,4,29,4
pima_indians_diabetes,output_contract_zero_held_frac,1.0,0.75,0.25,32,4,29,4
wine_quality_red,reward,0.164018,0.303565,-0.139547,32,4,32,4
wine_quality_red,implementation_score,0.130684,0.173437,-0.042753,32,4,32,4
wine_quality_red,data_score,0.092213,0.405493,-0.31328,32,4,32,4
wine_quality_red,validation_credit,0.504853,0.527083,-0.02223,32,4,32,4
wine_quality_red,abstention_bonus,0.015625,0.0,0.015625,32,4,32,4
wine_quality_red,action_cost_penalty,0.076563,0.07,0.006563,32,4,32,4
wine_quality_red,n_actions,7.65625,7.0,0.65625,32,4,32,4
wine_quality_red,retrieval_bm25_score,37.448885,24.395501,13.053384,32,4,32,4
wine_quality_red,retrieval_rrf_score,0.015476,0.015557,-8.1e-05,32,4,32,4
wine_quality_red,retrieval_best_intent_rank,4.773958,4.45,0.323958,32,4,32,4
wine_quality_red,category_entropy,2.633237,3.242529,-0.609292,32,4,32,4
wine_quality_red,distinct_category_count,7.25,11.0,-3.75,32,4,32,4
wine_quality_red,evidence_depth_full_text_frac,1.0,1.0,0.0,32,4,32,4
wine_quality_red,n_observations,1599.0,1599.0,0.0,32,4,19,3
wine_quality_red,cv_metric,0.059938,0.65711,-0.597172,32,4,17,2
wine_quality_red,bootstrap_sign_stability,0.444404,0.425685,0.018719,32,4,17,2
wine_quality_red,paper_diagnostic_coverage,0.5,1.0,-0.5,32,4,2,2
wine_quality_red,condition_number,240.133466,,,32,4,1,0
wine_quality_red,rubric_score,0.134899,0.173437,-0.038538,32,4,31,4
wine_quality_red,implementation_coverage_score,0.701711,0.6875,0.014211,32,4,31,4
wine_quality_red,assumption_check_recall,0.182796,0.125,0.057796,32,4,31,4
wine_quality_red,output_contract_recall,0.0,0.0,0.0,32,4,31,4
wine_quality_red,validation_coverage_score,0.751907,0.777083,-0.025176,32,4,29,4
wine_quality_red,emittable,0.0,0.0,0.0,32,4,32,4
wine_quality_red,emitted,0.0,0.0,0.0,32,4,32,4
wine_quality_red,gate_score_hypothesis,1.0,1.0,0.0,32,4,29,4
wine_quality_red,gate_score_estimand,1.0,1.0,0.0,32,4,29,4
wine_quality_red,gate_score_data_applicability,0.655172,0.75,-0.094828,32,4,29,4
wine_quality_red,gate_score_multiplicity,1.0,1.0,0.0,32,4,29,4
wine_quality_red,gate_score_execution,0.827586,0.75,0.077586,32,4,29,4
wine_quality_red,gate_score_paper_fidelity,0.43861,0.4375,0.00111,32,4,29,4
wine_quality_red,gate_score_assumption_admissibility,0.0,0.0,0.0,32,4,29,4
wine_quality_red,gate_score_robustness,0.597701,0.833333,-0.235632,32,4,29,4
wine_quality_red,gate_score_data_method_structural_fit,1.0,1.0,0.0,32,4,29,4
wine_quality_red,gate_score_internal_coherence,1.0,1.0,0.0,32,4,29,4
wine_quality_red,n_assumptions_declared,2.193548,2.0,0.193548,32,4,31,4
wine_quality_red,assumption_all_held_frac,0.129032,0.0,0.129032,32,4,31,4
wine_quality_red,assumption_zero_held_frac,0.774194,0.75,0.024194,32,4,31,4
wine_quality_red,n_output_contract_items_declared,4.419355,4.25,0.169355,32,4,31,4
wine_quality_red,output_contract_all_held_frac,0.0,0.0,0.0,32,4,31,4
wine_quality_red,output_contract_zero_held_frac,1.0,1.0,0.0,32,4,31,4
wine_quality_white,reward,0.104115,0.167427,-0.063312,32,4,31,4
wine_quality_white,implementation_score,0.079586,0.101146,-0.02156,32,4,31,4
wine_quality_white,data_score,0.094607,0.1375,-0.042893,32,4,31,4
wine_quality_white,validation_credit,0.330645,0.420833,-0.090188,32,4,31,4
wine_quality_white,abstention_bonus,0.004839,0.0125,-0.007661,32,4,31,4
wine_quality_white,action_cost_penalty,0.086452,0.0725,0.013952,32,4,31,4
wine_quality_white,n_actions,8.645161,7.25,1.395161,32,4,31,4
wine_quality_white,retrieval_bm25_score,35.500989,28.099483,7.401506,32,4,32,4
